name,mimetype,group1,group2
text/vnd.in3d.spot,text/vnd.in3d.spot,sourcecode,
text/vnd.iptc.anpa,text/vnd.iptc.anpa,sourcecode,
text/vnd.iptc.newsml,text/vnd.iptc.newsml,sourcecode,
text/vnd.iptc.nitf,text/vnd.iptc.nitf,sourcecode,
text/vnd.latex-z,text/vnd.latex-z,sourcecode,
text/vnd.motorola.reflex,text/vnd.motorola.reflex,sourcecode,
text/vnd.ms-mediapackage,text/vnd.ms-mediapackage,sourcecode,
text/vnd.net2phone.commcenter.command,text/vnd.net2phone.commcenter.command,sourcecode,
text/vnd.radisys.msml-basic-layout,text/vnd.radisys.msml-basic-layout,sourcecode,
text/vnd.si.uricatalogue,text/vnd.si.uricatalogue,sourcecode,
text/vnd.sun.j2me.app-descriptor,text/vnd.sun.j2me.app-descriptor,sourcecode,
text/vnd.trolltech.linguist,text/vnd.trolltech.linguist,sourcecode,
text/vnd.wap-wml,text/vnd.wap-wml,sourcecode,
text/vnd.wap.si,text/vnd.wap.si,sourcecode,
text/vnd.wap.sl,text/vnd.wap.sl,sourcecode,
text/vnd.wap.wml,text/vnd.wap.wml,sourcecode,
text/vnd.wap.wmlscript,text/vnd.wap.wmlscript,sourcecode,
text/x-actionscript,text/x-actionscript,sourcecode,
text/x-ada,text/x-ada,sourcecode,
text/x-applescript,text/x-applescript,sourcecode,
text/x-asciidoc,text/x-asciidoc,sourcecode,
text/x-aspectj,text/x-aspectj,sourcecode,
text/x-assembly,text/x-assembly,sourcecode,
text/x-awk,text/x-awk,sourcecode,
text/x-basic,text/x-basic,sourcecode,
text/x-c++hdr,text/x-c++hdr,sourcecode,
text/x-c++src,text/x-c++src,sourcecode,
text/x-cgi,text/x-cgi,sourcecode,
text/x-chdr,text/x-chdr,sourcecode,
text/x-clojure,text/x-clojure,sourcecode,
text/x-cobol,text/x-cobol,sourcecode,
text/x-coffeescript,text/x-coffeescript,sourcecode,
text/x-coldfusion,text/x-coldfusion,sourcecode,
text/x-common-lisp,text/x-common-lisp,sourcecode,
text/x-csharp,text/x-csharp,sourcecode,
text/x-csrc,text/x-csrc,sourcecode,
text/x-d,text/x-d,sourcecode,
text/x-diff,text/x-diff,sourcecode,
text/x-eiffel,text/x-eiffel,sourcecode,
text/x-emacs-lisp,text/x-emacs-lisp,sourcecode,
text/x-erlang,text/x-erlang,sourcecode,
text/x-expect,text/x-expect,sourcecode,
text/x-forth,text/x-forth,sourcecode,
text/x-fortran,text/x-fortran,sourcecode,
text/x-go,text/x-go,sourcecode,
text/x-groovy,text/x-groovy,sourcecode,
text/x-haml,text/x-haml,sourcecode,
text/x-haskell,text/x-haskell,sourcecode,
text/x-haxe,text/x-haxe,sourcecode,
text/x-idl,text/x-idl,sourcecode,
text/x-ini,text/x-ini,sourcecode,
text/x-less,text/x-less,sourcecode,
text/x-lex,text/x-lex,sourcecode,
text/x-log,text/x-log,sourcecode,
text/x-lua,text/x-lua,sourcecode,
text/x-matlab,text/x-matlab,sourcecode,
text/x-ml,text/x-ml,sourcecode,
text/x-modula,text/x-modula,sourcecode,
text/x-objcsrc,text/x-objcsrc,sourcecode,
text/x-ocaml,text/x-ocaml,sourcecode,
text/x-pascal,text/x-pascal,sourcecode,
text/x-perl,text/x-perl,sourcecode,
text/x-php,text/x-php,sourcecode,
text/x-prolog,text/x-prolog,sourcecode,
text/x-python,text/x-python,sourcecode,
text/x-rexx,text/x-rexx,sourcecode,
text/x-rsrc,text/x-rsrc,sourcecode,
text/x-rst,text/x-rst,sourcecode,
text/x-ruby,text/x-ruby,sourcecode,
text/x-scala,text/x-scala,sourcecode,
text/x-scheme,text/x-scheme,sourcecode,
text/x-sed,text/x-sed,sourcecode,
text/x-setext,text/x-setext,sourcecode,
text/x-sql,text/x-sql,sourcecode,
text/x-stsrc,text/x-stsrc,sourcecode,
text/x-tcl,text/x-tcl,sourcecode,
text/x-uuencode,text/x-uuencode,sourcecode,
text/x-vbasic,text/x-vbasic,sourcecode,
text/x-vbdotnet,text/x-vbdotnet,sourcecode,
text/x-vbscript,text/x-vbscript,sourcecode,
text/x-vcalendar,text/x-vcalendar,sourcecode,
text/x-vcard,text/x-vcard,sourcecode,
text/x-verilog,text/x-verilog,sourcecode,
text/x-vhdl,text/x-vhdl,sourcecode,
text/x-web-markdown,text/x-web-markdown,sourcecode,
text/x-yacc,text/x-yacc,sourcecode,
text/x-yaml,text/x-yaml,sourcecode,
text/xml-external-parsed-entity,text/xml-external-parsed-entity,sourcecode,
video/1d-interleaved-parityfec,video/1d-interleaved-parityfec,video,
video/3gpp-tt,video/3gpp-tt,video,
video/bmpeg,video/bmpeg,video,
video/bt656,video/bt656,video,
video/celb,video/celb,video,
video/dv,video/dv,video,
video/encaprtp,video/encaprtp,video,
video/example,video/example,video,
video/h261,video/h261,video,
video/h263,video/h263,video,
video/h263-1998,video/h263-1998,video,
video/h263-2000,video/h263-2000,video,
video/h264,video/h264,video,
video/H264-RCDO,video/H264-RCDO,video,
video/H264-SVC,video/H264-SVC,video,
video/iso.segment,video/iso.segment,video,
video/jpeg,video/jpeg,video,
video/jpeg2000,video/jpeg2000,video,
video/mj2,video/mj2,video,
video/mp1s,video/mp1s,video,
video/mp2p,video/mp2p,video,
video/mp4v-es,video/mp4v-es,video,
video/mpeg4-generic,video/mpeg4-generic,video,
video/mpv,video/mpv,video,
video/nv,video/nv,video,
video/parityfec,video/parityfec,video,
video/pointer,video/pointer,video,
video/raptorfec,video/raptorfec,video,
video/raw,video/raw,video,
video/rtp-enc-aescm128,video/rtp-enc-aescm128,video,
video/rtploopback,video/rtploopback,video,
video/rtx,video/rtx,video,
video/smpte292m,video/smpte292m,video,
video/theora,video/theora,video,
video/ulpfec,video/ulpfec,video,
video/vc1,video/vc1,video,
video/vnd-mpegurl,video/vnd-mpegurl,video,
video/vnd-vivo,video/vnd-vivo,video,
video/vnd.cctv,video/vnd.cctv,video,
video/vnd.dece-mp4,video/vnd.dece-mp4,video,
video/vnd.dece.hd,video/vnd.dece.hd,video,
video/vnd.dece.mobile,video/vnd.dece.mobile,video,
video/vnd.dece.pd,video/vnd.dece.pd,video,
video/vnd.dece.sd,video/vnd.dece.sd,video,
video/vnd.dece.video,video/vnd.dece.video,video,
video/vnd.directv-mpeg,video/vnd.directv-mpeg,video,
video/vnd.directv.mpeg-tts,video/vnd.directv.mpeg-tts,video,
video/vnd.dlna.mpeg-tts,video/vnd.dlna.mpeg-tts,video,
video/vnd.dvb.file,video/vnd.dvb.file,video,
video/vnd.fvt,video/vnd.fvt,video,
video/vnd.hns.video,video/vnd.hns.video,video,
video/vnd.iptvforum.1dparityfec-1010,video/vnd.iptvforum.1dparityfec-1010,video,
video/vnd.iptvforum.1dparityfec-2005,video/vnd.iptvforum.1dparityfec-2005,video,
video/vnd.iptvforum.2dparityfec-1010,video/vnd.iptvforum.2dparityfec-1010,video,
video/vnd.iptvforum.2dparityfec-2005,video/vnd.iptvforum.2dparityfec-2005,video,
video/vnd.iptvforum.ttsavc,video/vnd.iptvforum.ttsavc,video,
video/vnd.iptvforum.ttsmpeg2,video/vnd.iptvforum.ttsmpeg2,video,
video/vnd.motorola.video,video/vnd.motorola.video,video,
video/vnd.motorola.videop,video/vnd.motorola.videop,video,
video/vnd.mpegurl,video/vnd.mpegurl,video,
video/vnd.ms-playready.media.pyv,video/vnd.ms-playready.media.pyv,video,
video/vnd.nokia.interleaved-multimedia,video/vnd.nokia.interleaved-multimedia,video,
video/vnd.nokia.videovoip,video/vnd.nokia.videovoip,video,
video/vnd.objectvideo,video/vnd.objectvideo,video,
video/vnd.radgamettools.bink,video/vnd.radgamettools.bink,video,
video/vnd.radgamettools.smacker,video/vnd.radgamettools.smacker,video,
video/vnd.sealed-swf,video/vnd.sealed-swf,video,
video/vnd.sealed.mpeg1,video/vnd.sealed.mpeg1,video,
video/vnd.sealed.mpeg4,video/vnd.sealed.mpeg4,video,
video/vnd.sealed.swf,video/vnd.sealed.swf,video,
video/vnd.sealedmedia.softseal-mov,video/vnd.sealedmedia.softseal-mov,video,
video/vnd.sealedmedia.softseal.mov,video/vnd.sealedmedia.softseal.mov,video,
video/vnd.uvvu-mp4,video/vnd.uvvu-mp4,video,
video/vnd.vivo,video/vnd.vivo,video,
video/x-dirac,video/x-dirac,video,
video/x-f4v,video/x-f4v,video,
video/x-flc,video/x-flc,video,
video/x-fli,video/x-fli,video,
video/x-jng,video/x-jng,video,
video/x-matroska,video/x-matroska,video,
video/x-mng,video/x-mng,video,
video/x-ms-wm,video/x-ms-wm,video,
video/x-ms-wmx,video/x-ms-wmx,video,
video/x-ms-wvx,video/x-ms-wvx,video,
video/x-oggrgb,video/x-oggrgb,video,
video/x-ogguvs,video/x-ogguvs,video,
video/x-oggyuv,video/x-oggyuv,video,
video/x-ogm,video/x-ogm,video,
x-conference/x-cooltalk,x-conference/x-cooltalk,other,
